Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2014.0,7,347,0.0,0.0,0.05,0.0,0.05
2006.0,0,20,0.0,0.0,0.05,0.0,0.05
2002.0,2,275,0.0,0.0,0.05,0.0,0.05
2016.0,7,160,0.01,0.03,0.0,0.01,0.05
2012.0,6,109,0.02,0.02,0.0,0.01,0.05
2006.0,2,275,0.0,0.0,0.05,0.0,0.05
2009.0,9,6,0.04,0.0,0.0,0.0,0.05
2008.0,6,531,0.05,0.0,0.0,0.0,0.05
2016.0,4,138,0.01,0.03,0.0,0.01,0.05
2003.0,0,486,0.04,0.01,0.0,0.0,0.05
2005.0,8,138,0.0,0.0,0.05,0.0,0.05
2014.0,0,549,0.0,0.04,0.0,0.01,0.05
2004.0,0,17,0.04,0.01,0.0,0.0,0.05
2009.0,11,347,0.0,0.0,0.05,0.0,0.05
2013.0,4,347,0.04,0.01,0.0,0.0,0.05
2002.0,10,275,0.04,0.01,0.0,0.0,0.05
2011.0,10,112,0.0,0.04,0.0,0.01,0.05
2006.0,6,446,0.02,0.01,0.01,0.0,0.05
2000.0,4,542,0.04,0.01,0.0,0.0,0.05
2011.0,7,530,0.0,0.0,0.05,0.0,0.05
1999.0,10,525,0.04,0.01,0.0,0.0,0.05
2000.0,7,509,0.04,0.01,0.0,0.0,0.05
1997.0,2,224,0.04,0.01,0.0,0.0,0.05
1999.0,2,238,0.04,0.01,0.0,0.0,0.05
1998.0,4,241,0.04,0.01,0.0,0.0,0.05
2007.0,3,462,0.0,0.0,0.05,0.0,0.05
2007.0,3,251,0.0,0.0,0.05,0.0,0.05
2009.0,10,500,0.0,0.0,0.05,0.0,0.05
2003.0,7,330,0.04,0.01,0.0,0.0,0.05
1995.0,10,347,0.0,0.0,0.05,0.0,0.05
2009.0,10,67,0.0,0.04,0.0,0.01,0.05
2015.0,1,381,0.0,0.0,0.05,0.0,0.05
2015.0,0,286,0.02,0.02,0.0,0.0,0.05
1999.0,0,12,0.03,0.02,0.0,0.0,0.05
2013.0,10,500,0.0,0.0,0.05,0.0,0.05
2009.0,6,91,0.0,0.04,0.0,0.01,0.05
2012.0,0,347,0.0,0.0,0.05,0.0,0.05
2003.0,0,355,0.04,0.01,0.0,0.0,0.05
2007.0,1,568,0.04,0.0,0.0,0.0,0.05
2013.0,7,362,0.0,0.0,0.05,0.0,0.05
2006.0,2,296,0.05,0.0,0.0,0.0,0.05
2002.0,10,488,0.04,0.01,0.0,0.0,0.05
2010.0,8,303,0.0,0.04,0.0,0.01,0.05
2010.0,1,347,0.0,0.0,0.05,0.0,0.05
2008.0,4,232,0.05,0.0,0.0,0.0,0.05
2002.0,5,296,0.04,0.01,0.0,0.0,0.05
2015.0,0,85,0.0,0.0,0.05,0.0,0.05
2004.0,11,488,0.01,0.03,0.0,0.01,0.05
2006.0,1,347,0.0,0.0,0.05,0.0,0.05
1994.0,3,535,0.0,0.0,0.05,0.0,0.05
2010.0,1,7,0.0,0.0,0.05,0.0,0.05
2011.0,5,530,0.0,0.04,0.0,0.01,0.05
1996.0,1,413,0.03,0.02,0.0,0.0,0.05
2008.0,3,187,0.05,0.0,0.0,0.0,0.05
2003.0,5,21,0.04,0.01,0.0,0.0,0.05
1993.0,10,332,0.0,0.0,0.05,0.0,0.05
2014.0,0,500,0.03,0.02,0.0,0.0,0.05
2004.0,1,500,0.0,0.0,0.05,0.0,0.05
2005.0,4,198,0.04,0.01,0.0,0.0,0.05
2006.0,6,138,0.0,0.04,0.0,0.01,0.05
2006.0,10,348,0.05,0.0,0.0,0.0,0.05
2008.0,4,525,0.03,0.01,0.0,0.0,0.05
2009.0,10,461,0.05,0.0,0.0,0.0,0.05
2012.0,0,281,0.0,0.0,0.05,0.0,0.05
2007.0,11,452,0.0,0.04,0.0,0.01,0.05
2012.0,10,323,0.02,0.02,0.0,0.0,0.05
2010.0,1,14,0.0,0.0,0.05,0.0,0.05
2005.0,0,566,0.04,0.01,0.0,0.0,0.05
2006.0,0,182,0.04,0.0,0.0,0.0,0.05
2006.0,1,275,0.0,0.0,0.05,0.0,0.05
2010.0,7,462,0.0,0.0,0.05,0.0,0.05
2011.0,3,347,0.04,0.01,0.0,0.0,0.05
2007.0,2,446,0.0,0.0,0.05,0.0,0.05
2006.0,3,275,0.0,0.0,0.05,0.0,0.05
2001.0,4,324,0.02,0.02,0.0,0.01,0.05
2001.0,11,545,0.0,0.04,0.0,0.01,0.05
2013.0,7,465,0.0,0.0,0.05,0.0,0.05
1995.0,5,446,0.0,0.0,0.05,0.0,0.05
2016.0,10,160,0.0,0.04,0.0,0.01,0.05
1996.0,8,347,0.0,0.0,0.05,0.0,0.05
2003.0,0,269,0.04,0.01,0.0,0.0,0.05
2008.0,3,523,0.05,0.0,0.0,0.0,0.05
2016.0,6,328,0.02,0.02,0.0,0.0,0.05
2007.0,10,446,0.03,0.02,0.0,0.0,0.05
2000.0,9,275,0.0,0.0,0.05,0.0,0.05
2007.0,11,275,0.0,0.01,0.04,0.0,0.05
2006.0,6,198,0.02,0.02,0.0,0.01,0.05
2003.0,9,323,0.02,0.02,0.0,0.01,0.05
2001.0,4,128,0.02,0.02,0.0,0.01,0.05
2009.0,8,91,0.01,0.03,0.0,0.01,0.05
2007.0,1,6,0.0,0.0,0.05,0.0,0.05
2007.0,3,491,0.05,0.0,0.0,0.0,0.05
2008.0,3,510,0.04,0.0,0.0,0.0,0.05
2003.0,8,488,0.04,0.01,0.0,0.0,0.05
2001.0,9,275,0.0,0.0,0.05,0.0,0.05
2008.0,3,64,0.0,0.0,0.05,0.0,0.05
2012.0,0,191,0.0,0.0,0.05,0.0,0.05
2009.0,0,21,0.02,0.03,0.0,0.01,0.05
2012.0,3,359,0.0,0.05,0.0,0.0,0.05
2006.0,6,21,0.04,0.0,0.0,0.0,0.05
2004.0,0,221,0.03,0.01,0.0,0.0,0.05
2008.0,3,275,0.0,0.0,0.05,0.0,0.05
2006.0,0,325,0.04,0.0,0.0,0.0,0.05
2011.0,7,362,0.0,0.0,0.05,0.0,0.05
2002.0,10,545,0.04,0.01,0.0,0.0,0.05
2010.0,3,549,0.05,0.0,0.0,0.0,0.05
2002.0,3,232,0.03,0.01,0.0,0.0,0.05
2011.0,10,494,0.02,0.02,0.0,0.01,0.05
2004.0,3,296,0.03,0.01,0.0,0.0,0.05
2000.0,10,241,0.03,0.02,0.0,0.0,0.05
2010.0,1,37,0.0,0.0,0.05,0.0,0.05
2008.0,1,500,0.0,0.0,0.05,0.0,0.05
1998.0,3,179,0.0,0.0,0.05,0.0,0.05
2006.0,11,347,0.0,0.0,0.05,0.0,0.05
2008.0,9,122,0.05,0.0,0.0,0.0,0.05
2001.0,5,525,0.03,0.01,0.0,0.0,0.05
2010.0,2,461,0.05,0.0,0.0,0.0,0.05
2013.0,0,109,0.02,0.02,0.0,0.01,0.05
2002.0,5,17,0.03,0.01,0.0,0.0,0.05
2001.0,6,509,0.02,0.02,0.0,0.01,0.05
2011.0,8,381,0.04,0.0,0.0,0.0,0.05
1999.0,10,446,0.0,0.0,0.05,0.0,0.05
2007.0,1,275,0.0,0.0,0.05,0.0,0.05
2015.0,0,500,0.03,0.02,0.0,0.0,0.05
1996.0,8,55,0.0,0.0,0.05,0.0,0.05
2005.0,3,23,0.04,0.01,0.0,0.0,0.05
1995.0,8,275,0.0,0.0,0.05,0.0,0.05
1995.0,3,492,0.0,0.0,0.05,0.0,0.05
2010.0,10,515,0.02,0.02,0.0,0.0,0.05
2010.0,10,275,0.0,0.0,0.05,0.0,0.05
1995.0,4,521,0.03,0.02,0.0,0.0,0.05
2011.0,5,471,0.04,0.0,0.0,0.0,0.05
2008.0,7,230,0.04,0.0,0.0,0.01,0.05
2003.0,6,138,0.0,0.04,0.0,0.01,0.05
2015.0,0,30,0.0,0.0,0.05,0.0,0.05
2002.0,8,60,0.03,0.01,0.0,0.0,0.05
2010.0,11,497,0.0,0.04,0.0,0.01,0.05
1998.0,11,21,0.0,0.04,0.0,0.01,0.05
2008.0,1,562,0.0,0.0,0.05,0.0,0.05
2007.0,4,488,0.04,0.0,0.0,0.0,0.05
2016.0,10,494,0.03,0.01,0.0,0.01,0.05
2009.0,7,230,0.04,0.0,0.01,0.0,0.05
2005.0,7,347,0.02,0.02,0.0,0.01,0.05
1995.0,1,449,0.0,0.0,0.05,0.0,0.05
2004.0,10,456,0.02,0.02,0.0,0.01,0.05
2006.0,0,488,0.03,0.01,0.0,0.0,0.05
2002.0,7,230,0.0,0.0,0.05,0.0,0.05
2008.0,3,493,0.0,0.0,0.05,0.0,0.05
2007.0,11,500,0.01,0.01,0.03,0.0,0.05
1996.0,10,224,0.0,0.0,0.05,0.0,0.05
2001.0,2,85,0.0,0.0,0.05,0.0,0.05
1994.0,2,446,0.0,0.0,0.05,0.0,0.05
2005.0,0,275,0.04,0.01,0.0,0.0,0.05
2007.0,1,275,0.0,0.0,0.05,0.0,0.05
2013.0,4,481,0.02,0.02,0.0,0.01,0.05
2005.0,10,138,0.04,0.01,0.0,0.0,0.05
2003.0,6,21,0.03,0.01,0.0,0.0,0.05
2005.0,3,142,0.04,0.01,0.0,0.0,0.05
2004.0,8,525,0.0,0.04,0.0,0.01,0.05
1998.0,4,133,0.03,0.02,0.0,0.0,0.05
2006.0,0,500,0.04,0.0,0.0,0.0,0.05
2011.0,1,347,0.0,0.0,0.05,0.0,0.05
2007.0,7,55,0.0,0.0,0.05,0.0,0.05
1995.0,5,410,0.0,0.0,0.05,0.0,0.05
2007.0,5,232,0.04,0.0,0.0,0.0,0.05
2001.0,10,468,0.03,0.01,0.0,0.0,0.05
2005.0,6,21,0.04,0.01,0.0,0.0,0.05
2008.0,0,23,0.04,0.0,0.0,0.0,0.05
2015.0,7,347,0.0,0.0,0.05,0.0,0.05
2006.0,4,85,0.0,0.0,0.05,0.0,0.05
2006.0,10,138,0.02,0.02,0.0,0.01,0.05
2004.0,0,323,0.04,0.01,0.0,0.0,0.05
2008.0,10,349,0.04,0.0,0.0,0.0,0.05
2002.0,10,138,0.04,0.01,0.0,0.0,0.05
2004.0,6,91,0.04,0.01,0.0,0.0,0.05
2016.0,0,347,0.0,0.0,0.05,0.0,0.05
2011.0,7,347,0.0,0.0,0.05,0.0,0.05
2010.0,9,390,0.0,0.04,0.0,0.01,0.05
1995.0,5,313,0.03,0.02,0.0,0.0,0.05
2011.0,10,275,0.0,0.0,0.05,0.0,0.05
1999.0,11,500,0.03,0.02,0.0,0.0,0.05
2013.0,1,347,0.0,0.0,0.05,0.0,0.05
2009.0,10,138,0.0,0.04,0.0,0.01,0.05
2013.0,3,230,0.0,0.0,0.05,0.0,0.05
2005.0,6,566,0.04,0.01,0.0,0.0,0.05
2008.0,3,210,0.0,0.0,0.05,0.0,0.05
2007.0,7,138,0.0,0.0,0.05,0.0,0.05
2003.0,10,53,0.04,0.01,0.0,0.0,0.05
1996.0,10,203,0.03,0.02,0.0,0.0,0.05
2007.0,10,347,0.01,0.01,0.01,0.01,0.05
2012.0,1,230,0.0,0.0,0.05,0.0,0.05
2008.0,0,275,0.0,0.0,0.05,0.0,0.05
2003.0,7,488,0.04,0.01,0.0,0.0,0.05
2015.0,0,120,0.0,0.04,0.0,0.01,0.05
2010.0,8,99,0.04,0.0,0.0,0.0,0.05
2000.0,9,138,0.01,0.03,0.0,0.01,0.05
2015.0,7,120,0.04,0.01,0.0,0.0,0.05
2008.0,9,525,0.04,0.0,0.0,0.0,0.05
2012.0,8,85,0.0,0.0,0.05,0.0,0.05
2007.0,7,500,0.0,0.0,0.05,0.0,0.05
2009.0,5,51,0.03,0.01,0.0,0.0,0.05
2009.0,1,304,0.04,0.0,0.0,0.0,0.05
2008.0,1,566,0.04,0.0,0.0,0.0,0.05
2001.0,10,275,0.03,0.01,0.0,0.0,0.05
2008.0,0,347,0.0,0.0,0.05,0.0,0.05
2013.0,8,6,0.04,0.0,0.0,0.0,0.05
2015.0,11,265,0.0,0.04,0.0,0.0,0.05
2015.0,10,69,0.0,0.04,0.0,0.01,0.05
2010.0,10,471,0.04,0.0,0.0,0.0,0.05
2006.0,11,488,0.0,0.04,0.0,0.01,0.05
2011.0,3,292,0.04,0.0,0.0,0.0,0.05
2008.0,3,430,0.04,0.0,0.0,0.0,0.05
2013.0,0,85,0.0,0.0,0.05,0.0,0.05
2002.0,2,17,0.03,0.01,0.0,0.0,0.05
2007.0,9,525,0.0,0.04,0.0,0.01,0.05
2004.0,10,255,0.02,0.02,0.0,0.01,0.05
2002.0,6,53,0.03,0.01,0.0,0.0,0.05
2008.0,7,473,0.04,0.0,0.0,0.0,0.05
2002.0,2,323,0.04,0.01,0.0,0.0,0.05
1993.0,7,446,0.0,0.0,0.05,0.0,0.05
2010.0,6,323,0.0,0.04,0.0,0.01,0.05
2004.0,8,198,0.04,0.01,0.0,0.0,0.05
2009.0,1,359,0.0,0.0,0.05,0.0,0.05
1998.0,11,500,0.03,0.02,0.0,0.0,0.05
2011.0,1,37,0.0,0.0,0.05,0.0,0.05
2011.0,1,347,0.0,0.0,0.05,0.0,0.05
2006.0,0,347,0.0,0.0,0.05,0.0,0.05
2005.0,4,275,0.04,0.01,0.0,0.0,0.05
2006.0,1,347,0.04,0.0,0.0,0.0,0.05
2011.0,10,222,0.0,0.04,0.0,0.01,0.05
2009.0,9,120,0.04,0.0,0.0,0.0,0.05
2006.0,3,21,0.04,0.0,0.0,0.0,0.05
2011.0,3,70,0.01,0.03,0.0,0.01,0.05
2005.0,8,296,0.04,0.01,0.0,0.0,0.05
2013.0,1,456,0.0,0.0,0.05,0.0,0.05
2007.0,6,318,0.04,0.0,0.0,0.0,0.05
2007.0,10,461,0.04,0.0,0.0,0.0,0.05
2001.0,9,323,0.0,0.04,0.0,0.01,0.05
2002.0,7,55,0.0,0.0,0.05,0.0,0.05
1995.0,8,138,0.03,0.02,0.0,0.0,0.05
2001.0,7,306,0.03,0.02,0.0,0.0,0.05
2006.0,5,53,0.04,0.0,0.0,0.0,0.05
2006.0,10,23,0.04,0.0,0.0,0.0,0.05
2006.0,9,275,0.03,0.01,0.01,0.0,0.05
2015.0,1,37,0.0,0.0,0.05,0.0,0.05
2009.0,0,324,0.0,0.04,0.0,0.0,0.05
2007.0,11,488,0.0,0.04,0.0,0.01,0.05
2002.0,0,255,0.03,0.01,0.0,0.0,0.05
2015.0,6,91,0.0,0.04,0.0,0.0,0.05
2011.0,11,347,0.0,0.0,0.05,0.0,0.05
2008.0,7,465,0.0,0.0,0.05,0.0,0.05
2010.0,6,525,0.04,0.0,0.0,0.0,0.05
2008.0,3,296,0.04,0.0,0.0,0.0,0.05
2005.0,5,53,0.04,0.0,0.0,0.0,0.05
2015.0,1,502,0.04,0.0,0.0,0.01,0.05
2001.0,8,347,0.03,0.02,0.0,0.0,0.05
2006.0,7,275,0.04,0.0,0.0,0.0,0.05
2011.0,0,347,0.0,0.0,0.05,0.0,0.05
1996.0,1,138,0.03,0.02,0.0,0.0,0.05
2003.0,2,545,0.04,0.01,0.0,0.0,0.05
2007.0,9,6,0.04,0.0,0.0,0.0,0.05
2008.0,1,109,0.04,0.0,0.0,0.0,0.05
2013.0,0,21,0.0,0.04,0.0,0.0,0.05
2006.0,3,378,0.04,0.0,0.0,0.0,0.05
2012.0,6,53,0.04,0.0,0.0,0.0,0.05
2005.0,8,525,0.04,0.01,0.0,0.0,0.05
2011.0,10,138,0.0,0.03,0.0,0.01,0.05
2006.0,11,488,0.03,0.01,0.0,0.0,0.05
2010.0,10,39,0.04,0.0,0.01,0.0,0.05
2014.0,1,362,0.0,0.0,0.05,0.0,0.05
2007.0,0,525,0.03,0.01,0.0,0.0,0.05
1997.0,8,17,0.0,0.0,0.05,0.0,0.05
2014.0,5,446,0.0,0.0,0.05,0.0,0.05
2006.0,3,347,0.0,0.0,0.05,0.0,0.05
2001.0,3,488,0.02,0.02,0.0,0.01,0.05
2003.0,5,255,0.04,0.01,0.0,0.0,0.05
2002.0,0,494,0.0,0.04,0.0,0.01,0.05
2008.0,10,21,0.04,0.0,0.0,0.0,0.05
2013.0,6,120,0.02,0.02,0.0,0.01,0.05
2007.0,1,566,0.04,0.0,0.0,0.0,0.05
2007.0,5,6,0.04,0.0,0.0,0.0,0.05
2013.0,1,39,0.03,0.0,0.01,0.01,0.05
2009.0,1,112,0.0,0.04,0.0,0.01,0.05
2012.0,1,281,0.0,0.0,0.05,0.0,0.05
2012.0,3,230,0.0,0.0,0.05,0.0,0.05
2006.0,3,456,0.04,0.0,0.0,0.0,0.05
2004.0,6,67,0.04,0.0,0.0,0.0,0.05
2011.0,1,87,0.0,0.0,0.05,0.0,0.05
2004.0,3,101,0.03,0.01,0.0,0.0,0.05
2007.0,4,395,0.04,0.0,0.0,0.0,0.05
1999.0,6,241,0.03,0.02,0.0,0.0,0.05
2007.0,8,6,0.04,0.0,0.0,0.0,0.05
2002.0,6,525,0.04,0.01,0.0,0.0,0.05
2008.0,5,120,0.04,0.0,0.0,0.0,0.05
2007.0,0,494,0.04,0.01,0.0,0.0,0.05
2002.0,6,53,0.04,0.01,0.0,0.0,0.05
2001.0,0,456,0.0,0.0,0.05,0.0,0.05
2015.0,10,525,0.0,0.04,0.0,0.0,0.05
2002.0,10,91,0.03,0.01,0.0,0.0,0.05
2014.0,0,166,0.0,0.0,0.05,0.0,0.05
2005.0,4,347,0.03,0.01,0.0,0.0,0.05
2008.0,1,430,0.04,0.0,0.0,0.0,0.05
2006.0,6,558,0.04,0.0,0.0,0.0,0.05
2007.0,10,23,0.04,0.0,0.0,0.0,0.05
2012.0,0,230,0.0,0.0,0.05,0.0,0.05
2011.0,3,112,0.0,0.04,0.0,0.01,0.05
2008.0,1,230,0.0,0.0,0.05,0.0,0.05
2006.0,1,566,0.04,0.0,0.0,0.0,0.05
2010.0,8,99,0.04,0.0,0.0,0.0,0.05
2011.0,1,95,0.0,0.0,0.05,0.0,0.05
2015.0,6,347,0.0,0.0,0.05,0.0,0.05
2007.0,9,335,0.0,0.04,0.0,0.01,0.05
1999.0,1,137,0.03,0.02,0.0,0.0,0.05
2011.0,8,53,0.04,0.0,0.0,0.0,0.05
2009.0,8,21,0.01,0.03,0.0,0.01,0.05
2014.0,7,446,0.0,0.0,0.05,0.0,0.05
2014.0,7,500,0.0,0.0,0.05,0.0,0.05
2006.0,7,456,0.0,0.0,0.05,0.0,0.05
2000.0,3,406,0.03,0.02,0.0,0.0,0.05
2015.0,0,500,0.0,0.0,0.05,0.0,0.05
2013.0,8,21,0.04,0.0,0.0,0.0,0.05
2004.0,11,288,0.03,0.01,0.0,0.0,0.05
2015.0,7,500,0.0,0.0,0.05,0.0,0.05
1996.0,2,437,0.0,0.0,0.05,0.0,0.05
2008.0,2,456,0.0,0.0,0.05,0.0,0.05
2003.0,0,55,0.03,0.01,0.0,0.0,0.05
2010.0,3,549,0.04,0.0,0.0,0.0,0.05
2009.0,3,330,0.0,0.04,0.0,0.0,0.05
2005.0,3,101,0.03,0.01,0.0,0.0,0.05
2001.0,5,525,0.03,0.02,0.0,0.0,0.05
2002.0,10,466,0.0,0.0,0.05,0.0,0.05
2003.0,8,488,0.03,0.01,0.0,0.0,0.05
2007.0,0,494,0.04,0.0,0.0,0.0,0.05
2006.0,3,359,0.0,0.0,0.05,0.0,0.05
2014.0,0,500,0.0,0.0,0.05,0.0,0.05
2009.0,1,525,0.03,0.01,0.0,0.0,0.05
2009.0,11,265,0.0,0.04,0.0,0.01,0.05
2008.0,3,137,0.04,0.0,0.0,0.0,0.05
2009.0,0,525,0.0,0.04,0.0,0.01,0.05
2003.0,4,436,0.03,0.01,0.0,0.0,0.05
2009.0,10,402,0.04,0.0,0.0,0.0,0.05
2011.0,3,85,0.0,0.0,0.05,0.0,0.05
1999.0,6,492,0.0,0.0,0.05,0.0,0.05
2016.0,4,120,0.04,0.0,0.0,0.01,0.05
2016.0,8,138,0.0,0.04,0.0,0.0,0.05
2010.0,4,456,0.0,0.03,0.0,0.01,0.05
2003.0,3,21,0.03,0.01,0.0,0.0,0.05
2011.0,1,112,0.0,0.04,0.0,0.01,0.05
2007.0,11,288,0.03,0.01,0.0,0.0,0.05
2013.0,0,549,0.0,0.04,0.0,0.0,0.05
2006.0,1,128,0.0,0.04,0.0,0.01,0.05
1997.0,10,177,0.03,0.02,0.0,0.0,0.05
2009.0,5,395,0.04,0.0,0.0,0.0,0.05
2014.0,1,230,0.0,0.0,0.05,0.0,0.05
2004.0,8,101,0.03,0.01,0.0,0.0,0.05
2011.0,1,63,0.0,0.0,0.05,0.0,0.05
2011.0,7,55,0.0,0.0,0.05,0.0,0.05
2004.0,8,142,0.03,0.01,0.0,0.0,0.05
2013.0,8,21,0.0,0.04,0.0,0.0,0.05
2009.0,6,488,0.02,0.02,0.0,0.01,0.05
1994.0,3,446,0.0,0.0,0.04,0.0,0.05
1999.0,5,330,0.03,0.02,0.0,0.0,0.04
2011.0,5,430,0.0,0.04,0.0,0.01,0.04
2008.0,9,525,0.04,0.0,0.0,0.0,0.04
2010.0,9,52,0.04,0.0,0.0,0.0,0.04
2006.0,0,488,0.04,0.0,0.0,0.0,0.04
1995.0,9,431,0.0,0.0,0.04,0.0,0.04
2005.0,7,63,0.0,0.0,0.04,0.0,0.04
2009.0,2,438,0.0,0.0,0.04,0.0,0.04
2006.0,2,101,0.02,0.02,0.0,0.01,0.04
2006.0,10,21,0.04,0.0,0.0,0.0,0.04
2008.0,3,85,0.0,0.0,0.04,0.0,0.04
2007.0,7,362,0.0,0.0,0.04,0.0,0.04
2009.0,1,160,0.0,0.04,0.0,0.01,0.04
2010.0,3,348,0.04,0.0,0.0,0.0,0.04
2008.0,4,77,0.04,0.0,0.0,0.0,0.04
2006.0,10,21,0.02,0.02,0.0,0.01,0.04
1995.0,3,446,0.0,0.0,0.04,0.0,0.04
2009.0,1,412,0.0,0.0,0.04,0.0,0.04
2007.0,2,530,0.0,0.0,0.04,0.0,0.04
2005.0,3,473,0.0,0.0,0.04,0.0,0.04
2015.0,7,500,0.0,0.0,0.04,0.0,0.04
2005.0,3,566,0.03,0.01,0.0,0.0,0.04
2015.0,0,347,0.0,0.0,0.04,0.0,0.04
2002.0,4,525,0.03,0.01,0.0,0.0,0.04
2007.0,11,322,0.02,0.02,0.0,0.01,0.04
1996.0,0,139,0.02,0.02,0.0,0.0,0.04
2008.0,10,53,0.04,0.0,0.0,0.0,0.04
2010.0,3,6,0.04,0.0,0.0,0.0,0.04
2007.0,0,347,0.0,0.0,0.04,0.0,0.04
2007.0,8,137,0.04,0.0,0.0,0.0,0.04
2009.0,0,525,0.0,0.03,0.0,0.01,0.04
2015.0,7,28,0.0,0.0,0.04,0.0,0.04
2010.0,6,471,0.04,0.0,0.0,0.0,0.04
2005.0,8,91,0.03,0.01,0.0,0.0,0.04
2016.0,3,500,0.0,0.0,0.04,0.0,0.04
2001.0,0,425,0.02,0.02,0.0,0.0,0.04
2007.0,11,465,0.01,0.0,0.03,0.0,0.04
2016.0,0,120,0.02,0.02,0.0,0.0,0.04
2008.0,3,359,0.0,0.0,0.04,0.0,0.04
2016.0,10,31,0.0,0.04,0.0,0.01,0.04
2004.0,7,275,0.03,0.01,0.0,0.0,0.04
2003.0,11,137,0.0,0.04,0.0,0.0,0.04
2008.0,0,122,0.04,0.0,0.0,0.0,0.04
2013.0,9,500,0.0,0.0,0.04,0.0,0.04
1998.0,11,500,0.0,0.0,0.04,0.0,0.04
1996.0,3,312,0.0,0.0,0.04,0.0,0.04
2012.0,8,85,0.0,0.04,0.0,0.01,0.04
2004.0,10,474,0.03,0.01,0.0,0.0,0.04
2002.0,8,488,0.03,0.01,0.0,0.0,0.04
2011.0,3,381,0.0,0.04,0.0,0.01,0.04
2007.0,0,91,0.04,0.0,0.0,0.0,0.04
2006.0,9,525,0.0,0.04,0.0,0.01,0.04
2011.0,10,511,0.04,0.0,0.0,0.0,0.04
2004.0,6,91,0.03,0.01,0.0,0.0,0.04
2000.0,5,456,0.0,0.0,0.04,0.0,0.04
2016.0,6,327,0.0,0.04,0.0,0.01,0.04
2009.0,7,55,0.0,0.0,0.04,0.0,0.04
2005.0,3,525,0.03,0.01,0.0,0.0,0.04
2007.0,3,387,0.0,0.0,0.04,0.0,0.04
1997.0,3,542,0.02,0.02,0.0,0.0,0.04
2009.0,0,347,0.0,0.0,0.04,0.0,0.04
2002.0,2,404,0.0,0.0,0.04,0.0,0.04
2009.0,0,109,0.04,0.0,0.0,0.0,0.04
2006.0,10,138,0.04,0.0,0.0,0.0,0.04
2009.0,3,566,0.04,0.0,0.0,0.0,0.04
2007.0,0,109,0.04,0.0,0.0,0.0,0.04
2005.0,1,263,0.0,0.0,0.04,0.0,0.04
2014.0,0,98,0.0,0.0,0.04,0.0,0.04
2007.0,0,126,0.03,0.01,0.0,0.0,0.04
2008.0,1,275,0.0,0.0,0.04,0.0,0.04
2009.0,3,359,0.0,0.0,0.04,0.0,0.04
2014.0,5,446,0.0,0.0,0.04,0.0,0.04
1992.0,4,446,0.0,0.0,0.04,0.0,0.04
2006.0,6,142,0.03,0.01,0.0,0.0,0.04
2006.0,8,137,0.02,0.02,0.0,0.01,0.04
2003.0,0,446,0.02,0.02,0.0,0.01,0.04
2016.0,10,290,0.04,0.0,0.0,0.0,0.04
2003.0,4,325,0.03,0.01,0.0,0.0,0.04
2006.0,0,85,0.0,0.0,0.04,0.0,0.04
2006.0,3,456,0.0,0.0,0.04,0.0,0.04
2007.0,6,409,0.04,0.0,0.0,0.0,0.04
2004.0,8,436,0.03,0.01,0.0,0.0,0.04
2006.0,9,6,0.04,0.0,0.0,0.0,0.04
2011.0,4,101,0.04,0.0,0.0,0.0,0.04
2010.0,6,126,0.0,0.04,0.0,0.01,0.04
2010.0,1,230,0.0,0.0,0.04,0.0,0.04
2004.0,0,275,0.03,0.01,0.0,0.0,0.04
2005.0,0,566,0.03,0.01,0.0,0.0,0.04
2003.0,11,276,0.03,0.01,0.0,0.0,0.04
2010.0,1,275,0.04,0.0,0.0,0.0,0.04
2012.0,1,37,0.0,0.0,0.04,0.0,0.04
2013.0,8,367,0.02,0.02,0.0,0.01,0.04
1995.0,4,63,0.0,0.0,0.04,0.0,0.04
2011.0,10,273,0.0,0.04,0.0,0.01,0.04
2004.0,7,525,0.03,0.01,0.0,0.0,0.04
2010.0,5,162,0.04,0.0,0.0,0.0,0.04
2007.0,8,381,0.04,0.0,0.0,0.0,0.04
2002.0,8,60,0.03,0.01,0.0,0.0,0.04
2011.0,0,51,0.01,0.02,0.0,0.01,0.04
2011.0,3,370,0.03,0.01,0.0,0.0,0.04
1998.0,2,438,0.0,0.0,0.04,0.0,0.04
2015.0,0,347,0.0,0.0,0.04,0.0,0.04
2006.0,2,525,0.04,0.0,0.0,0.0,0.04
2012.0,7,98,0.0,0.0,0.04,0.0,0.04
2006.0,0,291,0.0,0.0,0.04,0.0,0.04
2011.0,1,7,0.0,0.0,0.04,0.0,0.04
2009.0,1,462,0.0,0.0,0.04,0.0,0.04
2006.0,1,275,0.0,0.0,0.04,0.0,0.04
2009.0,3,37,0.0,0.0,0.04,0.0,0.04
2016.0,1,465,0.01,0.03,0.0,0.0,0.04
2007.0,6,138,0.0,0.04,0.0,0.01,0.04
2008.0,0,493,0.0,0.0,0.04,0.0,0.04
2012.0,4,109,0.0,0.0,0.04,0.0,0.04
2015.0,10,275,0.0,0.04,0.0,0.0,0.04
2008.0,1,462,0.0,0.0,0.04,0.0,0.04
2001.0,9,146,0.0,0.0,0.04,0.0,0.04
2012.0,7,281,0.0,0.0,0.04,0.0,0.04
1998.0,0,241,0.02,0.02,0.0,0.0,0.04
2004.0,10,101,0.03,0.01,0.0,0.0,0.04
2002.0,3,525,0.03,0.01,0.0,0.0,0.04
